State|Location|Address|City|Facility|Hours
Arizona|CVS Health COVID-19 Testing Site|15474 West Greenway Road|Surprise|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|15300 North Cotton Lane|Surprise|Drive-thru|
Arizona|FastMED Urgent Care|"3244 S Mill Ave, Suite 101"|Tempe|Clinic|
Arizona|FastMED Urgent Care|"725 South Rural Road, Suite 120"|Tempe|Clinic|
Arizona|FastMED Urgent Care|1804 W Elliot Rd|Tempe|Clinic|
Arizona|Cigna Medical Center|1920 E. Baseline Rd.|Tempe|Clinic|
Arizona|FastMED Urgent Care|"2720 W Baseline Rd, Suite 140"|Tempe|Clinic|
Arizona|CVS Health COVID-19 Testing Site|1424 West Baseline Road|Tempe|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|855 East Elliot Road|Tempe|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|1750 East Broadway Road|Tempe|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|3303 South Rural Street|Tempe|Drive-thru|
Arizona|Diablo Stadium|2200 W. Alameda Dr.|Tempe|Drive-thru|8:00am-1:00pm
Arizona|FastMED Urgent Care|"9870 W Lower Buckeye Rd, Suite 170"|Tolleson|Clinic|
Arizona|Southern Arizona Urgent Care Plus|446 N Campbell Ave. Suite 130|Tucson|Clinic|
Arizona|Southern Arizona Urgent Care Plus|1218 W. Irvington Rd. Suite 150|Tucson|Clinic|
Arizona|Tucson ER & Hospital|4575 E Broadway Blvd|Tucson|Clinic|
Arizona|Southern Arizona Urgent Care Plus|6572 East Grant Road Suite 130|Tucson|Clinic|
Arizona|Urgent Specialists|"2120 W. Ina Road, Suite 100"|Tucson|Clinic|
Arizona|El Rio Health|"101 W. Irvington Road, Building 10"|Tucson|Clinic|
Arizona|El Rio Health|1230 S. Cherrybell Stravenue|Tucson|Clinic|
Arizona|El Rio Health|"1500 W. Commerce Court, Bldg. 1"|Tucson|Clinic|
Arizona|El Rio Health|320 W. Prince Rd. / 340 W. Prince Rd.|Tucson|Clinic|
Arizona|El Rio Health|6950 E. Golf Links|Tucson|Clinic|
Arizona|El Rio Health|839 W. Congress St.|Tucson|Clinic|
Arizona|Southern Arizona Urgent Care Plus|1040 S. Harrison Road Suite 120|Tucson|Clinic|
Arizona|Southern Arizona Urgent Care Plus|6303 E. Broadway Blvd. Suite 161|Tucson|Clinic|
Arizona|El Rio Health|7490 S. Camino De Oeste|Tucson|Clinic|
Arizona|Southern Arizona Urgent Care Plus|90 W. River Rd.|Tucson|Clinic|
Arizona|Southern Arizona Urgent Care Plus|3662 W. Ina Rd. Suite 150|Tucson|Clinic|
Arizona|FastMED Urgent Care|5594 E 22nd St|Tucson|Clinic|
Arizona|FastMED Urgent Care|2510 E Broadway Blvd|Tucson|Clinic|
Arizona|NextCare Urgent Care|6238 E Pima St|Tucson|Drive-thru|
Arizona|NextCare Urgent Care|1570 E Tucson Marketplace Blvd|Tucson|Drive-thru|
Arizona|FastMED Urgent Care|"2460 N Swan Rd, Suite 140"|Tucson|Clinic|
Arizona|NextCare Urgent Care|5369 S Calle Santa Cruz|Tucson|Drive-thru|
Arizona|FastMED Urgent Care|"1895 W Valencia Rd, Suite 101"|Tucson|Clinic|
Arizona|NextCare Urgent Care|9525 E Old Spanish Trail|Tucson|Drive-thru|
Arizona|NextCare Urgent Care|4280 N Oracle Rd|Tucson|Drive-thru|
Arizona|Banner Health|"Multiple locations, call for details"|Tucson|Drive-thru|7 a.m. to 6 p.m.
Arizona|CVS Health COVID-19 Testing Site|1900 West Valencia Road|Tucson|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|7740 North Cortaro Road|Tucson|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|8705 East Speedway Boulevard|Tucson|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|6370 North Campbell Avenue #120|Tucson|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|6488 North Oracle Road|Tucson|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|3832 East Speedway|Tucson|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|5100 East Grant Road|Tucson|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|615 North Alvernon|Tucson|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|6310 E. Broadway|Tucson|Drive-thru|
Arizona|CVS Health COVID-19 Testing Site|8920 E Tanque Verde|Tucson|Drive-thru|
Arizona|Walgreens|10315 E Broadway Blvd|Tucson|Drive-thru|9am-5pm
Arizona|Walgreens|730 E Grant Rd|Tucson|Drive-thru|9am-5pm
Arizona|Bio Clinic|"11611 S Foothills Blvd, Suite G"|Yuma|Clinic|Mon - Sun 8AM - 5PM
Arizona|Bio Clinic|"11468 N. Frontage Rd., Ste. A"|Yuma|Clinic|Mon - Sun 8AM - 5PM
Arizona|Bio Clinic|"2503 S. Avenue A, Ste 2"|Yuma|Clinic|Mon - Sun 8AM - 5PM
Arizona|CVS Health COVID-19 Testing Site|1555 South Avenue B|Yuma|Drive-thru|
Arkansas|1st Choice Healthcare|1300 Creason Road|Corning|Clinic|
Arkansas|1st Choice Healthcare|172 Hwy 62 East|Salem|Clinic|
Arkansas|1st Choice Healthcare|201 Colonial Drive|Walnut Ridge|Clinic|
Arkansas|Walmart|702 SW 8th Street|Bentonville|Drive-thru|"Thurs, Fri 7 a.m. - 9 a.m."
Arkansas|Walmart|2100 N 62nd St|Fort Smith|Drive-thru|"Mon, Tue, Wed 7 a.m. - 9 a.m."
Arkansas|Walmart|1601 Albert Pike Rd|Hot Springs|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Arkansas|Walmart|1911 W Parker Rd|Jonesboro|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Arkansas|Walmart|2700 S Shackleford Rd|Little Rock|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Arkansas|Walmart|133 Arkansas Blvd|Texarkana|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Arkansas|Walmart|798 W Service Rd|West Memphis|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Arkansas|Lakeside Family Medicine (tent)|124 Hollywood Ave|Hot Springs|Walk-in|M-F after 4 pm
Arkansas|Higgin Botham Family Clinic|1002 Schneider Dr Ste. 104|Malvern|Drive-thru|7am - 7pm
Arkansas|Karas Health Care|767 W. North Street|Fayetteville|Clinic|
Arkansas|Karas Health Care|114 Harrison Ave|Lowell|Clinic|
Arkansas|Conway Regional|525 Western Ave|Conway|Drive-thru|
Arkansas|FirstCare Walk-in Clinic|"120 Adcock Rd, Ste A"|Hot Springs|Clinic|
Arkansas|Healthcare Express|1554 Country Club Rd.|Sherwood|Clinic|
Arkansas|"A. Hot Springs, AR MedExpress Urgent Care"|3426 Central Avenue|Hot Springs|Clinic|8am - 8pm
Arkansas|"A. Rogers, AR MedExpress Urgent Care"|1900 West Walnut Street|Rogers|Clinic|8am - 8pm
Arkansas|"A. Russellville, AR MedExpress Urgent Care"|511 West Main Street|Russellville|Clinic|8am - 8pm
Arkansas|Hot Spring County Health Unit|2204 Sullenberger Ave|Malvern|Drive-thru|
Arkansas|Sherwood Urgent Care|201 Airport Road|Hot Springs|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Baptist Health Urgent Care|1813 T P White Drive|Jacksonville|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Sherwood Urgent Care|1306 N Center Street|Lonoke|Drive-thru/Walk-in|"M-F 7-7, Sat 7-4, Sun 1-6"
Arkansas|Sherwood Urgent Care|123 Audubon Drive|Maumelle|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Sherwood Urgent Care|6134 Heber Springs Road|Quitman|Drive-thru/Walk-in|M-F 8-4:30
Arkansas|Urgent Care Washington Regional|2301 W Pleasant Grove Road|Rogers|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Sherwood Urgent Care|106 Weir Road|Russellville|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Sherwood Urgent Care|610 Shepherd Way|Searcy|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|1st Choice Healthcare|308 Highway 62 W|Ash Flat|Clinic|
Arkansas|Healthcare Express|1021 W Collin Raye Dr.|De Queen|Clinic|
Arkansas|Northwest Arkansas Pediatrics|3380 N. Futrall Drive|Fayetteville|Drive-thru|"M-F 8a-7p, Sat 8a-11a"
Arkansas|MANA Urgent Care|1188 N. Salem|Fayetteville|Drive-thru|Daily 7-5
Arkansas|MANA Family Medicine|2523 East Huntsville Road|Fayetteville|Drive-thru|M-F 7-5
Arkansas|"A. Benton, AR MedExpress Urgent Care"|1501 Military Road|Benton|Clinic|8am - 8pm
Arkansas|"A. Bentonville, AR MedExpress Urgent Care"|1005 SE Walton Blvd.|Bentonville|Clinic|8am - 8pm
Arkansas|"A. Cabot, AR MedExpress Urgent Care"|1850 West Main Street|Cabot|Clinic|8am - 8pm
Arkansas|"A. Conway, AR MedExpress Urgent Care"|805 Oak Street|Conway|Clinic|8am - 8pm
Arkansas|"A. Fayetteville, AR MedExpress Urgent Care"|2890 North College Avenue|Fayetteville|Clinic|8am - 8pm
Arkansas|"A. Fort Smith, AR MedExpress Urgent Care"|4600 Rogers Avenue|Fort Smith|Clinic|8am - 8pm
Arkansas|Baptist Health Medical Center|1800 Bypass Road|Heber Springs|Drive-thru|
Arkansas|Sherwood Urgent Care|1547 E Harrison Street|Batesville|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Baptist Health Urgent Care|824 Military Rd|Benton|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Urgent Care Washington Regional|1301 S Walton Blvd|Bentonville|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Baptist Health Urgent Care|3304 Commonwealth Drive|Bryant|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Baptist Health Urgent Care|402 W Main Street|Cabot|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Sherwood Urgent Care|1065 Skyline Drive|Conway|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Sherwood Urgent Care|222 Dave Ward Drive|Conway|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Urgent Care Washington Regional|3 E Appleby Road|Fayetteville|Drive-thru/Walk-in|Daily 9-5
Arkansas|Baptist Health Urgent Care|7600 Rogers Ave|Fort Smith|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Urgent Care Washington Regional|808 US-65|Harrison|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Baptist Health Family Clinic-Caddo Valley|10 Montgomery Dr|Arkadelphia|Drive-thru|
Arkansas|Washington Regional|146 Passion Play Rd.|Eureka Springs|Clinic|
Arkansas|Washington Regional|"3 East Appleby Rd., Suite 100"|Fayetteville|Clinic|
Arkansas|Washington Regional|3318 N. North Hills Blvd.|Fayetteville|Clinic|
Arkansas|Washington Regional|1420 Hwy. 62/65 North|Harrison|Clinic|
Arkansas|Healthy Connections|1206 W. Collin Raye Dr|De Queen|Drive-thru|
Arkansas|Healthy Connections|1723 Malvern Ave|Hot Springs|Drive-thru|
Arkansas|Healthy Connections|"3604 Central Avenue, Suite D"|Hot Springs|Drive-thru|
Arkansas|UAMS Health|Shuffield Dr. & Jack Stephens Dr.|Little Rock|Drive-thru|8 a.m. – 8 p.m daily
Arkansas|Healthcare Express|11819 Maumelle Blvd|Little Rock|Clinic|
Arkansas|"A. Little Rock, AR MedExpress Urgent Care"|12300 Chenal Parkway|Little Rock|Clinic|8am - 8pm
Arkansas|"A. Little Rock, AR MedExpress Urgent Care"|5326 West Markham Street|Little Rock|Clinic|8am - 8pm
Arkansas|Baptist Health Urgent Care|6805 Cantrell Road|Little Rock|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Baptist Health Urgent Care|14524 Cantrell Road|Little Rock|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Walgreens|5525 W 12Th St|Little Rock|Drive-thru|9am-5pm
Arkansas|Healthy Connections|1701 S. Harrison Stye Dr|Little Rock|Drive-thru|
Arkansas|Healthy Connections|900 Dr. Martin Luther King Jr. Blvd|Malvern|Drive-thru|
Arkansas|Healthy Connections|136 Health Park Lane|Mena|Drive-thru|
Arkansas|Mercy drive-through site|2090 S. Promenade Blvd|Mercy|Drive-thru|
Arkansas|1st Choice Healthcare|1 Medical Drive|Paragould|Clinic|
Arkansas|1st Choice Healthcare|141 Betty Drive|Pocahontas|Clinic|
Arkansas|"A. Mountain Home, AR MedExpress Urgent Care"|305 Highway 62 East|Mountain Home|Clinic|8am - 8pm
Arkansas|"A. North Little Rock, AR MedExpress Urgent Care"|5505 John F Kennedy Blvd|North Little Rock|Clinic|8am - 8pm
Arkansas|"A. Pine Bluff, AR MedExpress Urgent Care"|5510 S. Olive Street|Pine Bluff|Clinic|8am - 8pm
Arkansas|Baptist Health Urgent Care|3550 Springhill Drive|North Little Rock|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Healthy Connections|534 Luzerne St|Mt. Ida|Drive-thru|
Arkansas|Mercy-GoHealth Urgent Care|4962 Elm Springs Rd Ste 5|Springdale|Drive-thru|M-F 8-8; wknds 9-5
Arkansas|Lansdell Family Clinic-Texarkana|3809 E. 9th St.|Texarkana|Clinic|
Arkansas|Mercy GoHealth Urgent Care|"4962 Elm Springs Rd., Suite 5"|Springdale|Clinic|
Arkansas|Healthcare Express|125 Arkansas Blvd|Texarkana|Clinic|
Arkansas|MANA Family Medicine|1109 S West End Street|Springdale|Drive-thru|M-F 7:30-5
Arkansas|"A. Springdale, AR MedExpress Urgent Care"|1160 South 40th Street|Springdale|Clinic|8am - 8pm
Arkansas|Baptist Health|1703 N Buerkle St|Stuttgart|Drive-thru|
Arkansas|Urgent Care Washington Regional|3300 W Sunset Ave|Springdale|Drive-thru/Walk-in|"M-F 8-8, Sat 8-4, Sun 1-6"
Arkansas|Urgent Team|411 S Falls Blvd|Wynne|Drive-thru/Walk-in|"M-F 7-5, Sat 8-4, Sun 1-6"
California|Instant Urgent Care|970 W El Camino Real Ste 8|Sunnyvale|Clinic|"M to F 9am - 7pm, SS 9am - 5pm"
California|Sierra Vista Family Medical Clinic|1227 East Los Angeles Ave.|Simi Valley|Clinic|Monday - Saturday 9am - 5pm and Sundays 9am – 2pm
California|Conejo Valley Family Medical Group|"125 W. Thousand Oaks Blvd., Suite 200"|Thousand Oaks|Clinic|Open 7 days/week from 9:15am - 4:30pm
California|Academic Family Medicine Center|"300 Hillmont Ave., Bldg. 340"|Ventura|Clinic|Monday - Saturday 9am - 4pm
California|West Ventura Medical Clinic|133 W. Santa Clara St.|Ventura|Clinic|Open 7 days/week from 9am – 5pm
California|Ventura College|4667 Telegraph Rd.|Ventura|Drive-thru|Monday - Friday 10am – 7pm
California|Care Spot|20635 Yorba Linda Boulevard|Yorba Linda|Clinic|
California|Medworks Medical Centers|350 Posada Ln|Templeton||
California|"Woodland Hills - Family Medicine, Internal Medicine & Pediatrics"|"6344 Topanga Canyon Blvd., Suite 2040"|Woodland Hills|Clinic|
California|MPTF Age Well Health Center|23388 Mulholland Drive|Woodland Hills|Clinic|
California|CVS Health COVID-19 Testing Site|12058 Palmdale Road|Adelanto|Drive-thru|
California|CVS Health COVID-19 Testing Site|816 East Main Street|Alhambra|Drive-thru|
California|Hoag Urgent Care|26671 Aliso Creek Rd|Aliso Viejo|Clinic|"M-F 8AM-8PM, S-S 8AM-5PM"
California|Marque Medical|26831 Aliso Creek Rd. #200|Aliso Viejo|Clinic|
California|CVS Health COVID-19 Testing Site|1385 Tavern Road|Alpine|Drive-thru|
California|Anaheim Urgent Care – State College Blvd|831 S. State College Blvd|Anaheim|Clinic|
California|CVS Health COVID-19 Testing Site|1676 W. Katella Avenue|Anaheim|Drive-thru|
California|CVS Health COVID-19 Testing Site|510 South Beach Boulevard|Anaheim|Drive-thru|
California|CVS Health COVID-19 Testing Site|611 South Brookhurst Street|Anaheim|Drive-thru|
California|CVS Health COVID-19 Testing Site|2011 East La Palma Avenue|Anaheim|Drive-thru|
California|CVS Health COVID-19 Testing Site|4028 Lone Tree Way|Antioch|Drive-thru|
California|Anza Community Health Center|"58584 US Highway 371, Suite F, G, H"|Anza|Clinic|
California|CVS Health COVID-19 Testing Site|188 Las Tunas Drive|Arcadia|Drive-thru|
California|Urgent Care 3D|6010 Hidden Valley Rd #150|Carlsbad|Clinic|
California|Calexico Community Center|707 Dool Ave|Calexico CA|Clinic|M-F 7-7
California|Vista Complete Care|13555 BOWMAN RD SUITE 100|Auburn|Drive-thru|
California|Accelerated Urgent Care|2400 K Street|Bakersfield|Clinic|8am-9pm
California|Accelerated Urgent Care|4871 White Lane|Bakersfield|Clinic|8am-9pm
California|Accelerated Urgent Care|9710 Brimhall Road|Bakersfield|Clinic|8am-9pm
California|Accelerated Urgent Care|9917 Olive Drive|Bakersfield|Clinic|8am-9pm
California|Exer Urgent Care Calabasas|26777 Agoura Rd|Calabasas|Clinic|
California|Exer Urgent Care Camarillo|359 Carmen Dr|Camarillo|Clinic|
California|Marque Medical|"8970 Knott Ave., BP, 90620"|Buena Park|Clinic|
California|Priority Urgent Care|2509 Mt Vernon Ave #107|Bakersfield|Clinic|
California|Priority Urgent Care|3409 Calloway Dr #101|Bakersfield|Clinic|
California|Priority Urgent Care|4821 Panama Lane|Bakersfield|Clinic|
California|Community Medical Providers - Auberry|31981 Lodge Rd|Auberry|Clinic|
California|1st Choice Urgent Care|"6515 Panama Ln., #106-107"|Bakersfield|Clinic|
California|Brentwood Urgent Care|"2400 Balfour Rd, Suite 120"|Brentwood|Clinic|"M-F 9AM-9PM, S-S 9AM-6PM"
California|Kern Family Health Care|2900 Buck Owens Blvd|Bakersfield|Clinic|
California|MedPost Urgent Care of Atascadero|7330 El Camino Real|Atascadero|Clinic|
California|Walgreens|11800 Artesia Blvd|Artesia|Drive-thru|9am-5pm
California|CVS Health COVID-19 Testing Site|1651 Bellevue Road|Atwater|Drive-thru|
California|CVS Health COVID-19 Testing Site|915 East Arrow Highway|Azusa|Drive-thru|
California|Priority Urgent Care|1345 Allen Rd #300|Bakersfield|Clinic|
California|CVS Health COVID-19 Testing Site|11300 Ming Avenue|Bakersfield|Drive-thru|
California|CVS Health COVID-19 Testing Site|9628 Rosedale Highway|Bakersfield|Drive-thru|
California|Accelerated Urgent Care|212 Coffee Road|Bakersfield|Clinic|8am-9pm
California|CVS Health COVID-19 Testing Site|2690 Mt. Vernon Avenue|Bakersfield|Drive-thru|
California|CVS Health COVID-19 Testing Site|6500 South Union Avenue|Bakersfield|Drive-thru|
California|CVS Health COVID-19 Testing Site|6601 Stine Road|Bakersfield|Drive-thru|
California|CVS Health COVID-19 Testing Site|1550 Puente Avenue|Baldwin Park|Drive-thru|
California|CVS Health COVID-19 Testing Site|3151 Baldwin Park|Baldwin Park|Drive-thru|
California|Brea Urgent Care|395 W. Central Ave.|Brea|Drive-thru|M-F 8am - 8pm. SS 8am - 6pm.
California|Advanced Urgent Care of Beverly Hills|242 S. Robertson Blvd|Beverly Hills|Clinic|
California|Barstow Community Health Center|750 East Main St.|Barstow|Clinic|
California|Borrego Medical Clinic|4343 Yaqui Pass Rd.|Borrego Springs|Clinic|
California|Berkeley Urgent Care|"3100 San Pablo Avenue, Suite 300"|Berkeley|Clinic|"M-F 8AM-8PM, S-S 8AM-2PM"
California|MyConciergeMD|9301 Wilshilre Blvd|Beverly Hills|Drive-thru|
California|Noble Creek Community Center|390 W. Oak Valley Pkwy|Beaumont|Drive-thru|
California|CVS Health COVID-19 Testing Site|3171 Balfour Road|Brentwood|Drive-thru|
California|CVS Health COVID-19 Testing Site|7065 La Palma Avenue|Buena Park|Drive-thru|
California|Mend Urgent Care|1701 W Verdugo Ave|Burbank|Drive-thru|Daily 8AM-8PM
California|CVS Health COVID-19 Testing Site|1820 West Verdugo Avenue|Burbank|Drive-thru|
California|Smart Clinic|19231 Soledad canyon road|Canyon Country|Clinic|
California|"Vo Medical, Calexico"|222 East Cole Blvd|Calexico|Drive-thru|M-F 8-5
California|UCLA Health Specialty Care|26585 W. Agoura Road|Calabasas|Drive-thru|
California|CVS Health COVID-19 Testing Site|2650 Gateway Road|Carlsbad|Drive-thru|
California|CVS Health COVID-19 Testing Site|7740 Rancho Santa Fe Road|Carlsbad|Drive-thru|
California|Juanita Millender-McDonald Community Center|801 E Carson St|Carson|Drive-thru|M-F 9-4:30
California|CVS Health COVID-19 Testing Site|23806 Main Street|Carson|Drive-thru|
California|Marque Medical|2315 Otay Lakes Rd #306|Chula Vista|Clinic|
California|Centro Medico Cathedral City|"69175 Ramon Rd., Bldg. A"|Cathedral City|Drive-thru|
California|Stonewall Medical Center|68555 Ramon Road|Cathedral City|Drive-thru|
California|Dignity Health-Go Health|2288 Market Street|Castro|Clinic|"T-F 8AM-8PM, S-S 9AM-5PM"
California|CVS Health COVID-19 Testing Site|68010 Vista Chino|Cathedral City|Drive-thru|
California|Golden Valley Health Clinic|"401 Lesher Dr, 95348"|Ceres|Drive-thru|"m-f, 9-3"
California|CVS Health COVID-19 Testing Site|1120 Forest Avenue|Chico|Drive-thru|
California|CVS Health COVID-19 Testing Site|2780 Esplanade|Chico|Drive-thru|
California|CVS Health COVID-19 Testing Site|16 3rd Avenue Extension|Chula Vista|Drive-thru|
California|CVS Health COVID-19 Testing Site|645 East Palomar Street|Chula Vista|Drive-thru|
California|CVS Health COVID-19 Testing Site|21590 East Valley Boulevard|City of Industry|Drive-thru|
California|Community Medical Providers - Clovis Medical Group|221 W. Fir Ave #101|Clovis|Clinic|
California|Community Medical Providers - Armstrong|2131 Herndon Ave #101|Clovis|Clinic|
California|Community Medical Providers - Clovis|688 Medical Center Dr E #104|Clovis|Clinic|
California|Peachwood Medical Group - parking lot|275 W Herndon Ave.|Clovis|Drive-thru|M-F 9am - 1pm
California|CVS Health COVID-19 Testing Site|1794 Ashlan Avenue|Clovis|Drive-thru|
California|Ramona Garden Park|993 Ramona Ave.|Grover Beach|Drive-thru|M-F
California|High Desert Medical Group|43839 15th St. W|Lancaster|Drive-thru|
California|Colton Urgent Care|1181 N Mt Vernon Ave|Colton|Clinic|9am to 9pm
California|Accelerated Urgent Care|6789 North Blackstone Avenue|Fresno|Clinic|8am-9pm
California|Manhattan Beach Urgent Care|1010 N. Sepulveda Blvd|Manhattan Beach|Clinic|"M-F 8AM-7PM, S-S 9AM-5PM"
California|Facey Immediate Care|11333 N Sepulveda Blvd|Mission Hills|Clinic|"M-F 9AM-8:30PM, S-S/HOL 8AM-5:30PM"
California|Charles R. Drew University|1731 E 120th St|Los Angeles|Drive-thru|
California|Hotchkins Memorial Training Center|1700 Stadium Way|Los Angeles|Drive-thru|
California|West LA Veterans Administration Lot 15|11301 Wilshire Blvd|Los Angeles|Drive-thru|
California|Exer Urgent Care Westwood|2090 Westwood Blvd|Los Angeles|Clinic|
California|Exer Urgent Care – Culver City|8985 Venice BlvdSTE A3B|Los Angeles|Clinic|
California|Exer Urgent Care Manhattan Beach|3215 N Sepulveda Blvd|Manhattan Beach|Clinic|
California|Quick Stop Urgent Care|1445 N. La Brea Ave|Los Angeles|Drive-thru|"M-F 9AM-9PM, S-S 9AM-6PM"
