State |Location |Address |City |Eligibility
Arizona |Cigna  Medical  Center |"10900  N.  Scottsdale  Rd.,  #606" |Scottsdale |
Arizona |Cigna  Medical  Center |"7287  E.  Earll  Dr.,  Bldg.  D" |Scottsdale |
Arizona |CVS  Health  COVID-19  Testing  Site |7111  East  Bell  Road |Scottsdale |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |7552  Indian  School  Road |Scottsdale |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |32331  North  Scottsdale  Road |Scottsdale |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |23215  North  Pima  Road |Scottsdale |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |10010  North  Scottsdale  Road |Scottsdale |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |10160  East  Bell  Road |Scottsdale |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |14672  North  Frank  Lloyd  Wright |Scottsdale |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |20  Airport  Road |Sedona |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |Summer  Healthcare  Hospital |2200  E  Show  Low  Lake  Rd |Show  Low |
Arizona |Summer  Healthcare  Outpatient  Pavilion |4951  S.  White  Mountain  Rd |Show  Low |
Arizona |CVS  Health  COVID-19  Testing  Site |60  E.  Deuce  of  Clubs  Drive |Show  Low |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |Cigna  Medical  Center |9069  W.  Thunderbird  Rd. |Sun  City |
Arizona |CVS  Health  COVID-19  Testing  Site |9901B  West  Thunderbird  Boulevard |Sun  City |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |19602  R  H  Johnson  Boulevard |Sun  City  West |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |9546  East  Riggs  Road |Sun  Lakes |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |FastMED  Urgent  Care |"12775  W  Bell  Rd,  Suite  100" |Surprise |
Arizona |Carespot |"16840  W  Waddell  Road,  Suite  110" |Surprise |
Arizona |Cigna  Medical  Center |"13991  W.  Grand  Ave.,  #105" |Surprise |
Arizona |CVS  Health  COVID-19  Testing  Site |15474  West  Greenway  Road |Surprise |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |15300  North  Cotton  Lane |Surprise |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |FastMED  Urgent  Care |"3244  S  Mill  Ave,  Suite  101" |Tempe |
Arizona |FastMED  Urgent  Care |"725  South  Rural  Road,  Suite  120" |Tempe |
Arizona |FastMED  Urgent  Care |1804  W  Elliot  Rd |Tempe |
Arizona |Cigna  Medical  Center |1920  E.  Baseline  Rd. |Tempe |
Arizona |FastMED  Urgent  Care |"2720  W  Baseline  Rd,  Suite  140" |Tempe |
Arizona |CVS  Health  COVID-19  Testing  Site |1424  West  Baseline  Road |Tempe |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |855  East  Elliot  Road |Tempe |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |1750  East  Broadway  Road |Tempe |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |3303  South  Rural  Street |Tempe |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |Diablo  Stadium |2200  W.  Alameda  Dr. |Tempe |
Arizona |FastMED  Urgent  Care |"9870  W  Lower  Buckeye  Rd,  Suite  170" |Tolleson |
Arizona |Southern  Arizona  Urgent  Care  Plus |446  N  Campbell  Ave.  Suite  130 |Tucson |
Arizona |Southern  Arizona  Urgent  Care  Plus |1218  W.  Irvington  Rd.  Suite  150 |Tucson |
Arizona |Tucson  ER  &  Hospital |4575  E  Broadway  Blvd |Tucson |
Arizona |Southern  Arizona  Urgent  Care  Plus |6572  East  Grant  Road  Suite  130 |Tucson |
Arizona |Urgent  Specialists |"2120  W.  Ina  Road,  Suite  100" |Tucson |
Arizona |El  Rio  Health |"101  W.  Irvington  Road,  Building  10" |Tucson |
Arizona |El  Rio  Health |1230  S.  Cherrybell  Stravenue |Tucson |
Arizona |El  Rio  Health |"1500  W.  Commerce  Court,  Bldg.  1" |Tucson |
Arizona |El  Rio  Health |320  W.  Prince  Rd.  /  340  W.  Prince  Rd. |Tucson |
Arizona |El  Rio  Health |6950  E.  Golf  Links |Tucson |
Arizona |El  Rio  Health |839  W.  Congress  St. |Tucson |
Arizona |Southern  Arizona  Urgent  Care  Plus |1040  S.  Harrison  Road  Suite  120 |Tucson |
Arizona |Southern  Arizona  Urgent  Care  Plus |6303  E.  Broadway  Blvd.  Suite  161 |Tucson |
Arizona |El  Rio  Health |7490  S.  Camino  De  Oeste |Tucson |
Arizona |Southern  Arizona  Urgent  Care  Plus |90  W.  River  Rd. |Tucson |
Arizona |Southern  Arizona  Urgent  Care  Plus |3662  W.  Ina  Rd.  Suite  150 |Tucson |
Arizona |FastMED  Urgent  Care |5594  E  22nd  St |Tucson |
Arizona |FastMED  Urgent  Care |2510  E  Broadway  Blvd |Tucson |
Arizona |NextCare  Urgent  Care |6238  E  Pima  St |Tucson |
Arizona |NextCare  Urgent  Care |1570  E  Tucson  Marketplace  Blvd |Tucson |
Arizona |FastMED  Urgent  Care |"2460  N  Swan  Rd,  Suite  140" |Tucson |
Arizona |NextCare  Urgent  Care |5369  S  Calle  Santa  Cruz |Tucson |
Arizona |FastMED  Urgent  Care |"1895  W  Valencia  Rd,  Suite  101" |Tucson |
Arizona |NextCare  Urgent  Care |9525  E  Old  Spanish  Trail |Tucson |
Arizona |NextCare  Urgent  Care |4280  N  Oracle  Rd |Tucson |
Arizona |Banner  Health |"Multiple  locations,  call  for  details" |Tucson |
Arizona |CVS  Health  COVID-19  Testing  Site |1900  West  Valencia  Road |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |7740  North  Cortaro  Road |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |8705  East  Speedway  Boulevard |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |6370  North  Campbell  Avenue  #120 |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |6488  North  Oracle  Road |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |3832  East  Speedway |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |5100  East  Grant  Road |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |615  North  Alvernon |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |6310  E.  Broadway |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |CVS  Health  COVID-19  Testing  Site |8920  E  Tanque  Verde |Tucson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arizona |Walgreens |10315  E  Broadway  Blvd |Tucson |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Arizona |Walgreens |730  E  Grant  Rd |Tucson |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Arizona |Bio  Clinic |"11611  S  Foothills  Blvd,  Suite  G" |Yuma |
Arizona |Bio  Clinic |"11468  N.  Frontage  Rd.,  Ste.  A" |Yuma |
Arizona |Bio  Clinic |"2503  S.  Avenue  A,  Ste  2" |Yuma |
Arizona |CVS  Health  COVID-19  Testing  Site |1555  South  Avenue  B |Yuma |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Arkansas |1st  Choice  Healthcare |1300  Creason  Road |Corning |
Arkansas |1st  Choice  Healthcare |172  Hwy  62  East |Salem |
Arkansas |1st  Choice  Healthcare |201  Colonial  Drive |Walnut  Ridge |
Arkansas |Walmart |702  SW  8th  Street |Bentonville |
Arkansas |Walmart |2100  N  62nd  St |Fort  Smith |
Arkansas |Walmart |1601  Albert  Pike  Rd |Hot  Springs |
Arkansas |Walmart |1911  W  Parker  Rd |Jonesboro |
Arkansas |Walmart |2700  S  Shackleford  Rd |Little  Rock |
Arkansas |Walmart |133  Arkansas  Blvd |Texarkana |
Arkansas |Walmart |798  W  Service  Rd |West  Memphis |
Arkansas |Lakeside  Family  Medicine  (tent) |124  Hollywood  Ave |Hot  Springs |Lakeside  patients  only
Arkansas |Higgin  Botham  Family  Clinic |1002  Schneider  Dr  Ste.  104 |Malvern |
Arkansas |Karas  Health  Care |767  W.  North  Street |Fayetteville |
Arkansas |Karas  Health  Care |114  Harrison  Ave |Lowell |
Arkansas |Conway  Regional |525  Western  Ave |Conway |
Arkansas |FirstCare  Walk-in  Clinic |"120  Adcock  Rd,  Ste  A" |Hot  Springs |
Arkansas |Healthcare  Express |1554  Country  Club  Rd. |Sherwood |
Arkansas |"A.  Hot  Springs,  AR  MedExpress  Urgent  Care" |3426  Central  Avenue |Hot  Springs |
Arkansas |"A.  Rogers,  AR  MedExpress  Urgent  Care" |1900  West  Walnut  Street |Rogers |
Arkansas |"A.  Russellville,  AR  MedExpress  Urgent  Care" |511  West  Main  Street |Russellville |
Arkansas |Hot  Spring  County  Health  Unit |2204  Sullenberger  Ave |Malvern |
Arkansas |Sherwood  Urgent  Care |201  Airport  Road |Hot  Springs |
Arkansas |Baptist  Health  Urgent  Care |1813  T  P  White  Drive |Jacksonville |
Arkansas |Sherwood  Urgent  Care |1306  N  Center  Street |Lonoke |
Arkansas |Sherwood  Urgent  Care |123  Audubon  Drive |Maumelle |
Arkansas |Sherwood  Urgent  Care |6134  Heber  Springs  Road |Quitman |
Arkansas |Urgent  Care  Washington  Regional |2301  W  Pleasant  Grove  Road |Rogers |
Arkansas |Sherwood  Urgent  Care |106  Weir  Road |Russellville |
Arkansas |Sherwood  Urgent  Care |610  Shepherd  Way |Searcy |
Arkansas |1st  Choice  Healthcare |308  Highway  62  W |Ash  Flat |
Arkansas |Healthcare  Express |1021  W  Collin  Raye  Dr. |De  Queen |
Arkansas |Northwest  Arkansas  Pediatrics |3380  N.  Futrall  Drive |Fayetteville |
Arkansas |MANA  Urgent  Care |1188  N.  Salem |Fayetteville |
Arkansas |MANA  Family  Medicine |2523  East  Huntsville  Road |Fayetteville |
Arkansas |"A.  Benton,  AR  MedExpress  Urgent  Care" |1501  Military  Road |Benton |
Arkansas |"A.  Bentonville,  AR  MedExpress  Urgent  Care" |1005  SE  Walton  Blvd. |Bentonville |
Arkansas |"A.  Cabot,  AR  MedExpress  Urgent  Care" |1850  West  Main  Street |Cabot |
Arkansas |"A.  Conway,  AR  MedExpress  Urgent  Care" |805  Oak  Street |Conway |
Arkansas |"A.  Fayetteville,  AR  MedExpress  Urgent  Care" |2890  North  College  Avenue |Fayetteville |
Arkansas |"A.  Fort  Smith,  AR  MedExpress  Urgent  Care" |4600  Rogers  Avenue |Fort  Smith |
Arkansas |Baptist  Health  Medical  Center |1800  Bypass  Road |Heber  Springs |call  to  schedule
Arkansas |Sherwood  Urgent  Care |1547  E  Harrison  Street |Batesville |
Arkansas |Baptist  Health  Urgent  Care |824  Military  Rd |Benton |
Arkansas |Urgent  Care  Washington  Regional |1301  S  Walton  Blvd |Bentonville |
Arkansas |Baptist  Health  Urgent  Care |3304  Commonwealth  Drive |Bryant |
Arkansas |Baptist  Health  Urgent  Care |402  W  Main  Street |Cabot |
Arkansas |Sherwood  Urgent  Care |1065  Skyline  Drive |Conway |
Arkansas |Sherwood  Urgent  Care |222  Dave  Ward  Drive |Conway |
Arkansas |Urgent  Care  Washington  Regional |3  E  Appleby  Road |Fayetteville |
Arkansas |Baptist  Health  Urgent  Care |7600  Rogers  Ave |Fort  Smith |
Arkansas |Urgent  Care  Washington  Regional |808  US-65 |Harrison |
Arkansas |Baptist  Health  Family  Clinic-Caddo  Valley |10  Montgomery  Dr |Arkadelphia |
Arkansas |Washington  Regional |146  Passion  Play  Rd. |Eureka  Springs |
Arkansas |Washington  Regional |"3  East  Appleby  Rd.,  Suite  100" |Fayetteville |For  anyone  with  active  symptoms  or  a  respitory  illness
Arkansas |Washington  Regional |3318  N.  North  Hills  Blvd. |Fayetteville |For  anyone  who  has  come  into  contact  with  a  Covid  positive  person  but  are  asymtompatic
Arkansas |Washington  Regional |1420  Hwy.  62/65  North |Harrison |
Arkansas |Healthy  Connections |1206  W.  Collin  Raye  Dr |De  Queen |call  for  appt
Arkansas |Healthy  Connections |1723  Malvern  Ave |Hot  Springs |call  for  appt
Arkansas |Healthy  Connections |"3604  Central  Avenue,  Suite  D" |Hot  Springs |call  for  appt
Arkansas |UAMS  Health |Shuffield  Dr.  &  Jack  Stephens  Dr. |Little  Rock |
Arkansas |Healthcare  Express |11819  Maumelle  Blvd |Little  Rock |
Arkansas |"A.  Little  Rock,  AR  MedExpress  Urgent  Care" |12300  Chenal  Parkway |Little  Rock |
Arkansas |"A.  Little  Rock,  AR  MedExpress  Urgent  Care" |5326  West  Markham  Street |Little  Rock |
Arkansas |Baptist  Health  Urgent  Care |6805  Cantrell  Road |Little  Rock |
Arkansas |Baptist  Health  Urgent  Care |14524  Cantrell  Road |Little  Rock |
Arkansas |Walgreens |5525  W  12Th  St |Little  Rock |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Arkansas |Healthy  Connections |1701  S.  Harrison  Stye  Dr |Little  Rock |call  for  appt
Arkansas |Healthy  Connections |900  Dr.  Martin  Luther  King  Jr.  Blvd |Malvern |call  for  appt
Arkansas |Healthy  Connections |136  Health  Park  Lane |Mena |call  for  appt
Arkansas |Mercy  drive-through  site |2090  S.  Promenade  Blvd |Mercy |
Arkansas |1st  Choice  Healthcare |1  Medical  Drive |Paragould |
Arkansas |1st  Choice  Healthcare |141  Betty  Drive |Pocahontas |
Arkansas |"A.  Mountain  Home,  AR  MedExpress  Urgent  Care" |305  Highway  62  East |Mountain  Home |
Arkansas |"A.  North  Little  Rock,  AR  MedExpress  Urgent  Care" |5505  John  F  Kennedy  Blvd |North  Little  Rock |
Arkansas |"A.  Pine  Bluff,  AR  MedExpress  Urgent  Care" |5510  S.  Olive  Street |Pine  Bluff |
Arkansas |Baptist  Health  Urgent  Care |3550  Springhill  Drive |North  Little  Rock |
Arkansas |Healthy  Connections |534  Luzerne  St |Mt.  Ida |call  for  appt
Arkansas |Mercy-GoHealth  Urgent  Care |4962  Elm  Springs  Rd  Ste  5 |Springdale |call  or  visit  https://www.gohealthuc.com/arkansas/video-visits
Arkansas |Lansdell  Family  Clinic-Texarkana |3809  E.  9th  St. |Texarkana |
Arkansas |Mercy  GoHealth  Urgent  Care |"4962  Elm  Springs  Rd.,  Suite  5" |Springdale |
Arkansas |Healthcare  Express |125  Arkansas  Blvd |Texarkana |
Arkansas |MANA  Family  Medicine |1109  S  West  End  Street |Springdale |
Arkansas |"A.  Springdale,  AR  MedExpress  Urgent  Care" |1160  South  40th  Street |Springdale |
Arkansas |Baptist  Health |1703  N  Buerkle  St |Stuttgart |
Arkansas |Urgent  Care  Washington  Regional |3300  W  Sunset  Ave |Springdale |
Arkansas |Urgent  Team |411  S  Falls  Blvd |Wynne |
California |Instant  Urgent  Care |970  W  El  Camino  Real  Ste  8 |Sunnyvale |
California |Sierra  Vista  Family  Medical  Clinic |1227  East  Los  Angeles  Ave. |Simi  Valley |
California |Conejo  Valley  Family  Medical  Group |"125  W.  Thousand  Oaks  Blvd.,  Suite  200" |Thousand  Oaks |
California |Academic  Family  Medicine  Center |"300  Hillmont  Ave.,  Bldg.  340" |Ventura |
California |West  Ventura  Medical  Clinic |133  W.  Santa  Clara  St. |Ventura |
California |Ventura  College |4667  Telegraph  Rd. |Ventura |no  appointment  of  insurance  needed
California |Care  Spot |20635  Yorba  Linda  Boulevard |Yorba  Linda |
California |Medworks  Medical  Centers |350  Posada  Ln |Templeton |Established  &  Non-established  Patients
California |"Woodland  Hills  -  Family  Medicine,  Internal  Medicine  &  Pediatrics" |"6344  Topanga  Canyon  Blvd.,  Suite  2040" |Woodland  Hills |
California |MPTF  Age  Well  Health  Center |23388  Mulholland  Drive |Woodland  Hills |
California |CVS  Health  COVID-19  Testing  Site |12058  Palmdale  Road |Adelanto |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
California |CVS  Health  COVID-19  Testing  Site |816  East  Main  Street |Alhambra |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
California |Hoag  Urgent  Care |26671  Aliso  Creek  Rd |Aliso  Viejo |pre  screening  required
California |Marque  Medical |26831  Aliso  Creek  Rd.  #200 |Aliso  Viejo |
California |CVS  Health  COVID-19  Testing  Site |1385  Tavern  Road |Alpine |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
California |Anaheim  Urgent  Care  –  State  College  Blvd |831  S.  State  College  Blvd |Anaheim |
California |CVS  Health  COVID-19  Testing  Site |1676  W.  Katella  Avenue |Anaheim |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
California |CVS  Health  COVID-19  Testing  Site |510  South  Beach  Boulevard |Anaheim |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
California |CVS  Health  COVID-19  Testing  Site |611  South  Brookhurst  Street |Anaheim |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
California |CVS  Health  COVID-19  Testing  Site |2011  East  La  Palma  Avenue |Anaheim |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
California |CVS  Health  COVID-19  Testing  Site |4028  Lone  Tree  Way |Antioch |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
California |Anza  Community  Health  Center |"58584  US  Highway  371,  Suite  F,  G,  H" |Anza |
California |CVS  Health  COVID-19  Testing  Site |188  Las  Tunas  Drive |Arcadia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
California |Urgent  Care  3D |6010  Hidden  Valley  Rd  #150 |Carlsbad |
California |Calexico  Community  Center |707  Dool  Ave |Calexico  CA |Appt  only:  https://lhi.care/covidtesting
California |Vista  Complete  Care |13555  BOWMAN  RD  SUITE  100 |Auburn |
California |Accelerated  Urgent  Care |2400  K  Street |Bakersfield |
