State |Location |Address |City |Phone Number
Arizona |FastMED Urgent Care |5594 E 22nd St |Tucson |520-232-2047
Arizona |FastMED Urgent Care |2510 E Broadway Blvd |Tucson |520-232-2072
Arizona |NextCare Urgent Care |6238 E Pima St |Tucson |520-290-0022
Arizona |NextCare Urgent Care |1570 E Tucson Marketplace Blvd |Tucson |520-301-2300
Arizona |FastMED Urgent Care |"2460 N Swan Rd, Suite 140" |Tucson |520-441-5405
Arizona |NextCare Urgent Care |5369 S Calle Santa Cruz |Tucson |520-573-7500
Arizona |FastMED Urgent Care |"1895 W Valencia Rd, Suite 101" |Tucson |520-576-5104
Arizona |NextCare Urgent Care |9525 E Old Spanish Trail |Tucson |520-731-3666
Arizona |NextCare Urgent Care |4280 N Oracle Rd |Tucson |520-887-0095
Arizona |Banner Health |"Multiple locations, call for details" |Tucson |844-549-1851
Arizona |CVS Health COVID-19 Testing Site |1900 West Valencia Road |Tucson |N/A
Arizona |CVS Health COVID-19 Testing Site |7740 North Cortaro Road |Tucson |N/A
Arizona |CVS Health COVID-19 Testing Site |8705 East Speedway Boulevard |Tucson |N/A
Arizona |CVS Health COVID-19 Testing Site |6370 North Campbell Avenue #120 |Tucson |N/A
Arizona |CVS Health COVID-19 Testing Site |6488 North Oracle Road |Tucson |N/A
Arizona |CVS Health COVID-19 Testing Site |3832 East Speedway |Tucson |N/A
Arizona |CVS Health COVID-19 Testing Site |5100 East Grant Road |Tucson |N/A
Arizona |CVS Health COVID-19 Testing Site |615 North Alvernon |Tucson |N/A
Arizona |CVS Health COVID-19 Testing Site |6310 E. Broadway |Tucson |N/A
Arizona |CVS Health COVID-19 Testing Site |8920 E Tanque Verde |Tucson |N/A
Arizona |Walgreens |10315 E Broadway Blvd |Tucson |N/A
Arizona |Walgreens |730 E Grant Rd |Tucson |N/A
Arizona |Bio Clinic |"11611 S Foothills Blvd, Suite G" |Yuma |928- 247-9616
Arizona |Bio Clinic |"11468 N. Frontage Rd., Ste. A" |Yuma |928-342-6500
Arizona |Bio Clinic |"2503 S. Avenue A, Ste 2" |Yuma |928-783-0092
Arizona |CVS Health COVID-19 Testing Site |1555 South Avenue B |Yuma |N/A
Arkansas |1st Choice Healthcare |1300 Creason Road |Corning |870-857-3399
Arkansas |1st Choice Healthcare |172 Hwy 62 East |Salem |870-895-2735
Arkansas |1st Choice Healthcare |201 Colonial Drive |Walnut Ridge |870-886-5507
Arkansas |Walmart |702 SW 8th Street |Bentonville |N/A
Arkansas |Walmart |2100 N 62nd St |Fort Smith |N/A
Arkansas |Walmart |1601 Albert Pike Rd |Hot Springs |N/A
Arkansas |Walmart |1911 W Parker Rd |Jonesboro |N/A
Arkansas |Walmart |2700 S Shackleford Rd |Little Rock |N/A
Arkansas |Walmart |133 Arkansas Blvd |Texarkana |N/A
Arkansas |Walmart |798 W Service Rd |West Memphis |N/A
Arkansas |Lakeside Family Medicine (tent) |124 Hollywood Ave |Hot Springs |501-624-0070
Arkansas |Higgin Botham Family Clinic |1002 Schneider Dr Ste. 104 |Malvern |501-337-9994
Arkansas |Karas Health Care |767 W. North Street |Fayetteville |479-966-5088
Arkansas |Karas Health Care |114 Harrison Ave |Lowell |479-770-4343
Arkansas |Conway Regional |525 Western Ave |Conway |501-329-3831
Arkansas |FirstCare Walk-in Clinic |"120 Adcock Rd, Ste A" |Hot Springs |(501) 651-4500
Arkansas |Healthcare Express |1554 Country Club Rd. |Sherwood |877-442-3669
Arkansas |"A. Hot Springs, AR MedExpress Urgent Care" |3426 Central Avenue |Hot Springs |501-318-9895
Arkansas |"A. Rogers, AR MedExpress Urgent Care" |1900 West Walnut Street |Rogers |479-636-1337
Arkansas |"A. Russellville, AR MedExpress Urgent Care" |511 West Main Street |Russellville |479-880-1019
Arkansas |Hot Spring County Health Unit |2204 Sullenberger Ave |Malvern |N/A
Arkansas |Sherwood Urgent Care |201 Airport Road |Hot Springs |501-547-9481
Arkansas |Baptist Health Urgent Care |1813 T P White Drive |Jacksonville |501-241-4510
Arkansas |Sherwood Urgent Care |1306 N Center Street |Lonoke |501-676-6560
Arkansas |Sherwood Urgent Care |123 Audubon Drive |Maumelle |501-803-9481
Arkansas |Sherwood Urgent Care |6134 Heber Springs Road |Quitman |501-365-1059
Arkansas |Urgent Care Washington Regional |2301 W Pleasant Grove Road |Rogers |479-326-8525
Arkansas |Sherwood Urgent Care |106 Weir Road |Russellville |479-567-5652
Arkansas |Sherwood Urgent Care |610 Shepherd Way |Searcy |501-268-6831
Arkansas |1st Choice Healthcare |308 Highway 62 W |Ash Flat |870-994-2202
Arkansas |Healthcare Express |1021 W Collin Raye Dr. |De Queen |877-442-3669
Arkansas |Northwest Arkansas Pediatrics |3380 N. Futrall Drive |Fayetteville |479-442-7322
Arkansas |MANA Urgent Care |1188 N. Salem |Fayetteville |479-442-0006
Arkansas |MANA Family Medicine |2523 East Huntsville Road |Fayetteville |479-442-2822
Arkansas |"A. Benton, AR MedExpress Urgent Care" |1501 Military Road |Benton |501-776-8341
Arkansas |"A. Bentonville, AR MedExpress Urgent Care" |1005 SE Walton Blvd. |Bentonville |479-254-6734
Arkansas |"A. Cabot, AR MedExpress Urgent Care" |1850 West Main Street |Cabot |501-605-0009
Arkansas |"A. Conway, AR MedExpress Urgent Care" |805 Oak Street |Conway |501-504-2329
Arkansas |"A. Fayetteville, AR MedExpress Urgent Care" |2890 North College Avenue |Fayetteville |479-582-1279
Arkansas |"A. Fort Smith, AR MedExpress Urgent Care" |4600 Rogers Avenue |Fort Smith |479-494-7443
Arkansas |Baptist Health Medical Center |1800 Bypass Road |Heber Springs |(501) 887-3279
Arkansas |Sherwood Urgent Care |1547 E Harrison Street |Batesville |870-793-5800
Arkansas |Baptist Health Urgent Care |824 Military Rd |Benton |501-574-3019
Arkansas |Urgent Care Washington Regional |1301 S Walton Blvd |Bentonville |479-367-3078
Arkansas |Baptist Health Urgent Care |3304 Commonwealth Drive |Bryant |501-205-7020
Arkansas |Baptist Health Urgent Care |402 W Main Street |Cabot |501-628-9215
Arkansas |Sherwood Urgent Care |1065 Skyline Drive |Conway |501-499-6222
Arkansas |Sherwood Urgent Care |222 Dave Ward Drive |Conway |501-505-8400
Arkansas |Urgent Care Washington Regional |3 E Appleby Road |Fayetteville |479-404-1010
Arkansas |Baptist Health Urgent Care |7600 Rogers Ave |Fort Smith |479-226-8340
Arkansas |Urgent Care Washington Regional |808 US-65 |Harrison |870-204-7263
Arkansas |Baptist Health Family Clinic-Caddo Valley |10 Montgomery Dr |Arkadelphia |N/A
Arkansas |Washington Regional |146 Passion Play Rd. |Eureka Springs |479.463.2055
Arkansas |Washington Regional |"3 East Appleby Rd., Suite 100" |Fayetteville |479.463.2055
Arkansas |Washington Regional |3318 N. North Hills Blvd. |Fayetteville |479.463.2055
Arkansas |Washington Regional |1420 Hwy. 62/65 North |Harrison |479.463.2055
Arkansas |Healthy Connections |1206 W. Collin Raye Dr |De Queen |(888) 710-8220
Arkansas |Healthy Connections |1723 Malvern Ave |Hot Springs |(888) 710-8220
Arkansas |Healthy Connections |"3604 Central Avenue, Suite D" |Hot Springs |(888) 710-8220
Arkansas |UAMS Health |Shuffield Dr. & Jack Stephens Dr. |Little Rock |(501) 686-8000
Arkansas |Healthcare Express |11819 Maumelle Blvd |Little Rock |877-442-3669
Arkansas |"A. Little Rock, AR MedExpress Urgent Care" |12300 Chenal Parkway |Little Rock |501-225-6054
Arkansas |"A. Little Rock, AR MedExpress Urgent Care" |5326 West Markham Street |Little Rock |501-603-9885
Arkansas |Baptist Health Urgent Care |6805 Cantrell Road |Little Rock |501-260-7992
Arkansas |Baptist Health Urgent Care |14524 Cantrell Road |Little Rock |501-482-3074
Arkansas |Walgreens |5525 W 12Th St |Little Rock |N/A
Arkansas |Healthy Connections |1701 S. Harrison Stye Dr |Little Rock |(888) 710-8220
Arkansas |Healthy Connections |900 Dr. Martin Luther King Jr. Blvd |Malvern |(888) 710-8220
Arkansas |Healthy Connections |136 Health Park Lane |Mena |(888) 710-8220
Arkansas |Mercy drive-through site |2090 S. Promenade Blvd |Mercy |479-717-7585
Arkansas |1st Choice Healthcare |1 Medical Drive |Paragould |870-236-2000
Arkansas |1st Choice Healthcare |141 Betty Drive |Pocahontas |870-892-9949
Arkansas |"A. Mountain Home, AR MedExpress Urgent Care" |305 Highway 62 East |Mountain Home |870-425-0176
Arkansas |"A. North Little Rock, AR MedExpress Urgent Care" |5505 John F Kennedy Blvd |North Little Rock |501-753-7931
Arkansas |"A. Pine Bluff, AR MedExpress Urgent Care" |5510 S. Olive Street |Pine Bluff |870-850-7605
Arkansas |Baptist Health Urgent Care |3550 Springhill Drive |North Little Rock |501-214-7177
Arkansas |Healthy Connections |534 Luzerne St |Mt. Ida |(888) 710-8220
Arkansas |Mercy-GoHealth Urgent Care |4962 Elm Springs Rd Ste 5 |Springdale |(479) 318-0161
Arkansas |Lansdell Family Clinic-Texarkana |3809 E. 9th St. |Texarkana |(870) 330-4385
Arkansas |Mercy GoHealth Urgent Care |"4962 Elm Springs Rd., Suite 5" |Springdale |470-318-0161
Arkansas |Healthcare Express |125 Arkansas Blvd |Texarkana |877-442-3669
Arkansas |MANA Family Medicine |1109 S West End Street |Springdale |479-750-3630
Arkansas |"A. Springdale, AR MedExpress Urgent Care" |1160 South 40th Street |Springdale |479-750-2971
Arkansas |Baptist Health |1703 N Buerkle St |Stuttgart |(870) 673-7211
Arkansas |Urgent Care Washington Regional |3300 W Sunset Ave |Springdale |479-717-7089
Arkansas |Urgent Team |411 S Falls Blvd |Wynne |870-238-3261
California |Instant Urgent Care |970 W El Camino Real Ste 8 |Sunnyvale |408-212-7420
California |Sierra Vista Family Medical Clinic |1227 East Los Angeles Ave. |Simi Valley |805-652-7660
California |Conejo Valley Family Medical Group |"125 W. Thousand Oaks Blvd., Suite 200" |Thousand Oaks |805-652-7660
California |Academic Family Medicine Center |"300 Hillmont Ave., Bldg. 340" |Ventura |805-652-7660
California |West Ventura Medical Clinic |133 W. Santa Clara St. |Ventura |805-652-7660
California |Ventura College |4667 Telegraph Rd. |Ventura |N/A
California |Care Spot |20635 Yorba Linda Boulevard |Yorba Linda |714-497-1642
California |Medworks Medical Centers |350 Posada Ln |Templeton |805-434-3699
California |"Woodland Hills - Family Medicine, Internal Medicine & Pediatrics" |"6344 Topanga Canyon Blvd., Suite 2040" |Woodland Hills |818-610-0292
California |MPTF Age Well Health Center |23388 Mulholland Drive |Woodland Hills |818-876-4055
California |CVS Health COVID-19 Testing Site |12058 Palmdale Road |Adelanto |N/A
California |CVS Health COVID-19 Testing Site |816 East Main Street |Alhambra |N/A
California |Hoag Urgent Care |26671 Aliso Creek Rd |Aliso Viejo |949-791-3107
California |Marque Medical |26831 Aliso Creek Rd. #200 |Aliso Viejo |1.877.693.6266
California |CVS Health COVID-19 Testing Site |1385 Tavern Road |Alpine |N/A
California |Anaheim Urgent Care – State College Blvd |831 S. State College Blvd |Anaheim |(714) 533-2273
California |CVS Health COVID-19 Testing Site |1676 W. Katella Avenue |Anaheim |N/A
California |CVS Health COVID-19 Testing Site |510 South Beach Boulevard |Anaheim |N/A
California |CVS Health COVID-19 Testing Site |611 South Brookhurst Street |Anaheim |N/A
California |CVS Health COVID-19 Testing Site |2011 East La Palma Avenue |Anaheim |N/A
California |CVS Health COVID-19 Testing Site |4028 Lone Tree Way |Antioch |N/A
California |Anza Community Health Center |"58584 US Highway 371, Suite F, G, H" |Anza |(951) 763-4759
California |CVS Health COVID-19 Testing Site |188 Las Tunas Drive |Arcadia |N/A
California |Urgent Care 3D |6010 Hidden Valley Rd #150 |Carlsbad |(760) 544-8233
California |Calexico Community Center |707 Dool Ave |Calexico CA |888-634-1123
California |Vista Complete Care |13555 BOWMAN RD SUITE 100 |Auburn |(530) 885-3951
California |Accelerated Urgent Care |2400 K Street |Bakersfield |N/A
California |Accelerated Urgent Care |4871 White Lane |Bakersfield |N/A
California |Accelerated Urgent Care |9710 Brimhall Road |Bakersfield |N/A
California |Accelerated Urgent Care |9917 Olive Drive |Bakersfield |N/A
California |Exer Urgent Care Calabasas |26777 Agoura Rd |Calabasas |818-880-2225
California |Exer Urgent Care Camarillo |359 Carmen Dr |Camarillo |805-914-5592
California |Marque Medical |"8970 Knott Ave., BP, 90620" |Buena Park |1.877.693.6266
California |Priority Urgent Care |2509 Mt Vernon Ave #107 |Bakersfield |(661) 556-4777
California |Priority Urgent Care |3409 Calloway Dr #101 |Bakersfield |(661) 556-4777
California |Priority Urgent Care |4821 Panama Lane |Bakersfield |(661) 556-4777
California |Community Medical Providers - Auberry |31981 Lodge Rd |Auberry |(559) 855-3600
California |1st Choice Urgent Care |"6515 Panama Ln., #106-107" |Bakersfield |661-230-9334
California |Brentwood Urgent Care |"2400 Balfour Rd, Suite 120" |Brentwood |(925) 308-8111
California |Kern Family Health Care |2900 Buck Owens Blvd |Bakersfield |800.391.2000
California |MedPost Urgent Care of Atascadero |7330 El Camino Real |Atascadero |805) 703-2501
California |Walgreens |11800 Artesia Blvd |Artesia |N/A
California |CVS Health COVID-19 Testing Site |1651 Bellevue Road |Atwater |N/A
California |CVS Health COVID-19 Testing Site |915 East Arrow Highway |Azusa |N/A
California |Priority Urgent Care |1345 Allen Rd #300 |Bakersfield |(661) 556-4777
California |CVS Health COVID-19 Testing Site |11300 Ming Avenue |Bakersfield |N/A
California |CVS Health COVID-19 Testing Site |9628 Rosedale Highway |Bakersfield |N/A
California |Accelerated Urgent Care |212 Coffee Road |Bakersfield |N/A
California |CVS Health COVID-19 Testing Site |2690 Mt. Vernon Avenue |Bakersfield |N/A
California |CVS Health COVID-19 Testing Site |6500 South Union Avenue |Bakersfield |N/A
California |CVS Health COVID-19 Testing Site |6601 Stine Road |Bakersfield |N/A
California |CVS Health COVID-19 Testing Site |1550 Puente Avenue |Baldwin Park |N/A
California |CVS Health COVID-19 Testing Site |3151 Baldwin Park |Baldwin Park |N/A
California |Brea Urgent Care |395 W. Central Ave. |Brea |714-494-2828
California |Advanced Urgent Care of Beverly Hills |242 S. Robertson Blvd |Beverly Hills |(310) 652-2300
California |Barstow Community Health Center |750 East Main St. |Barstow |(442) 347-2800
California |Borrego Medical Clinic |4343 Yaqui Pass Rd. |Borrego Springs |(760) 767-5051
California |Berkeley Urgent Care |"3100 San Pablo Avenue, Suite 300" |Berkeley |(510) 985-5000
California |MyConciergeMD |9301 Wilshilre Blvd |Beverly Hills |877-760-3570
California |Noble Creek Community Center |390 W. Oak Valley Pkwy |Beaumont |(888) 634-1123
California |CVS Health COVID-19 Testing Site |3171 Balfour Road |Brentwood |N/A
California |CVS Health COVID-19 Testing Site |7065 La Palma Avenue |Buena Park |N/A
California |Mend Urgent Care |1701 W Verdugo Ave |Burbank |818-843-8555
California |CVS Health COVID-19 Testing Site |1820 West Verdugo Avenue |Burbank |N/A
California |Smart Clinic |19231 Soledad canyon road |Canyon Country |661-430-9040
California |"Vo Medical, Calexico" |222 East Cole Blvd |Calexico |(760) 352-2551
California |UCLA Health Specialty Care |26585 W. Agoura Road |Calabasas |N/A
California |CVS Health COVID-19 Testing Site |2650 Gateway Road |Carlsbad |N/A
California |CVS Health COVID-19 Testing Site |7740 Rancho Santa Fe Road |Carlsbad |N/A
California |Juanita Millender-McDonald Community Center |801 E Carson St |Carson |(310) 952-1719
California |CVS Health COVID-19 Testing Site |23806 Main Street |Carson |N/A
California |Marque Medical |2315 Otay Lakes Rd #306 |Chula Vista |1.877.693.6266
California |Centro Medico Cathedral City |"69175 Ramon Rd., Bldg. A" |Cathedral City |(760) 321-6776
California |Stonewall Medical Center |68555 Ramon Road |Cathedral City |(760) 507-3310
California |Dignity Health-Go Health |2288 Market Street |Castro |415-964-4855
California |CVS Health COVID-19 Testing Site |68010 Vista Chino |Cathedral City |N/A
California |Golden Valley Health Clinic |"401 Lesher Dr, 95348" |Ceres |866-682-4842
California |CVS Health COVID-19 Testing Site |1120 Forest Avenue |Chico |N/A
California |CVS Health COVID-19 Testing Site |2780 Esplanade |Chico |N/A
California |CVS Health COVID-19 Testing Site |16 3rd Avenue Extension |Chula Vista |N/A
California |CVS Health COVID-19 Testing Site |645 East Palomar Street |Chula Vista |N/A
California |CVS Health COVID-19 Testing Site |21590 East Valley Boulevard |City of Industry |N/A
California |Community Medical Providers - Clovis Medical Group |221 W. Fir Ave #101 |Clovis |(559) 297-1176
California |Community Medical Providers - Armstrong |2131 Herndon Ave #101 |Clovis |(559) 297-3700
California |Community Medical Providers - Clovis |688 Medical Center Dr E #104 |Clovis |(559) 299-2200
California |Peachwood Medical Group - parking lot |275 W Herndon Ave. |Clovis |559-324-6201
California |CVS Health COVID-19 Testing Site |1794 Ashlan Avenue |Clovis |N/A
California |Ramona Garden Park |993 Ramona Ave. |Grover Beach |N/A
California |High Desert Medical Group |43839 15th St. W |Lancaster |N/A
California |Colton Urgent Care |1181 N Mt Vernon Ave |Colton |(909)639-8800
California |Accelerated Urgent Care |6789 North Blackstone Avenue |Fresno |N/A
California |Manhattan Beach Urgent Care |1010 N. Sepulveda Blvd |Manhattan Beach |310-376-6262
California |Facey Immediate Care |11333 N Sepulveda Blvd |Mission Hills |818-869-7200
California |Charles R. Drew University |1731 E 120th St |Los Angeles |N/A
California |Hotchkins Memorial Training Center |1700 Stadium Way |Los Angeles |N/A
California |West LA Veterans Administration Lot 15 |11301 Wilshire Blvd |Los Angeles |N/A
California |Exer Urgent Care Westwood |2090 Westwood Blvd |Los Angeles |213-814-4070
California |Exer Urgent Care – Culver City |8985 Venice BlvdSTE A3B |Los Angeles |424-502-1020
California |Exer Urgent Care Manhattan Beach |3215 N Sepulveda Blvd |Manhattan Beach |(424) 295-0540
California |Quick Stop Urgent Care |1445 N. La Brea Ave |Los Angeles |(323) 798-5158
California |United Health Centers |1209 Whitley Ave. |Corcoran |800-492-4227
California |United Health Centers |1270 N. Lemoore Ave. |Lemoore |800-492-4227
California |United Health Centers |250 E. Hanford Armona Rd. |Lemoore |800-492-4227
California |Culver City Urgent Care |9726 Venice Blvd |Culver City |(310) 202-1300
California |Lawndale Urgent Care |16818 Hawthorne Blvd |Lawndale |(310) 542-0800
California |Premier Urgent Care Centers |"51-335 Cesar Chavez Street, Suite 107" |Coachella |760-391-9062
California |Twenty-Nine Palms Indian Reservation |85365 Dillon Rd. |Coachella |(833) 624-1097
California |CVS Health COVID-19 Testing Site |84010 Avenue 50 |Coachella |N/A
California |CVS Health COVID-19 Testing Site |1010 North Pepper Avenue |Colton |N/A
California |AltaMed |972 Goodrich Blvd |Commerce |211
California |CVS Health COVID-19 Testing Site |901 South Central Avenue |Compton |N/A
California |CVS Health COVID-19 Testing Site |1299 E. Ontario Ave |Corona |N/A
California |CVS Health COVID-19 Testing Site |2400 River Road |Corona |N/A
